                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 1.2538,                 0.7505,                  1.005,                0.60846,                0.41006,                0.43199,                0.22794,                 1.2529,                0.71282,                  1.002,              0.0077725,              0.0077725,              0.0077725
                     21,                 1.2556,                0.75083,                 1.0059,                0.62043,                0.41728,                0.43655,                0.23002,                 1.2532,                0.70487,                 1.0033,              0.0076488,              0.0076488,              0.0076488
                     22,                 1.2504,                 0.7446,                  1.003,                0.61397,                0.41736,                0.44423,                 0.2338,                  1.246,                0.70073,                0.99979,               0.007525,               0.007525,               0.007525
                     23,                 1.2408,                0.73459,                 1.0017,                 0.6178,                0.41456,                0.44865,                0.23556,                  1.242,                0.69813,                0.99917,              0.0074013,              0.0074013,              0.0074013
                     24,                 1.2414,                0.72966,                  1.002,                0.62847,                0.41946,                0.44337,                0.23269,                 1.2468,                 0.7007,                 1.0013,              0.0072775,              0.0072775,              0.0072775
                     25,                 1.2356,                0.72232,                0.99834,                0.61943,                0.43137,                0.44511,                0.23706,                 1.2384,                0.69228,                0.99862,              0.0071538,              0.0071538,              0.0071538
                     26,                  1.233,                0.71977,                0.99666,                0.60359,                0.44038,                0.45236,                0.23575,                 1.2372,                0.69239,                0.99819,                0.00703,                0.00703,                0.00703
                     27,                 1.2249,                0.71421,                0.98878,                0.65617,                0.43111,                0.45461,                0.23851,                 1.2318,                 0.6864,                0.98897,              0.0069063,              0.0069063,              0.0069063
                     28,                 1.2239,                0.71006,                0.99149,                 0.6417,                0.43277,                0.45529,                0.24198,                 1.2289,                0.68328,                0.98837,              0.0067825,              0.0067825,              0.0067825
                     29,                 1.2213,                0.70571,                 0.9916,                0.62693,                0.44239,                0.45862,                0.24462,                 1.2293,                0.68112,                0.99332,              0.0066587,              0.0066587,              0.0066587
                     30,                 1.2162,                 0.7029,                0.98756,                0.61468,                0.44197,                0.45553,                0.24283,                 1.2311,                0.68005,                0.99242,               0.006535,               0.006535,               0.006535
                     31,                 1.2144,                 0.6991,                 0.9853,                 0.6621,                0.42197,                0.45641,                0.24543,                 1.2317,                0.67756,                0.99004,              0.0064112,              0.0064112,              0.0064112
                     32,                 1.2098,                0.69437,                0.98438,                 0.6361,                0.44362,                0.46536,                 0.2461,                 1.2308,                0.67678,                0.98893,              0.0062875,              0.0062875,              0.0062875
                     33,                 1.2092,                0.69114,                0.98619,                 0.6418,                0.43896,                0.46255,                0.24649,                 1.2258,                0.67248,                0.99262,              0.0061637,              0.0061637,              0.0061637
                     34,                 1.2067,                0.69035,                0.98318,                0.62527,                0.43856,                0.46374,                0.24543,                 1.2227,                0.67023,                0.98641,                0.00604,                0.00604,                0.00604
                     35,                 1.2008,                0.68121,                0.98084,                0.64033,                0.42748,                0.46335,                0.24683,                 1.2249,                0.66569,                0.98969,              0.0059163,              0.0059163,              0.0059163
                     36,                 1.1999,                0.67872,                0.97737,                0.65581,                0.43492,                 0.4698,                0.24834,                  1.225,                0.66591,                0.99351,              0.0057925,              0.0057925,              0.0057925
                     37,                 1.1981,                0.67507,                0.98232,                0.64713,                0.44813,                0.47682,                0.25248,                 1.2248,                0.66297,                0.99144,              0.0056688,              0.0056688,              0.0056688
                     38,                 1.1911,                0.67209,                0.97643,                0.63464,                0.44687,                0.47285,                0.25235,                 1.2199,                0.66248,                0.98865,               0.005545,               0.005545,               0.005545
                     39,                 1.1851,                0.66469,                0.97952,                 0.6366,                 0.4577,                0.47723,                0.25295,                 1.2228,                0.65964,                0.99488,              0.0054212,              0.0054212,              0.0054212
                     40,                 1.1904,                0.66684,                0.97952,                0.65077,                0.45563,                0.47411,                0.25342,                 1.2201,                0.65883,                0.98932,              0.0052975,              0.0052975,              0.0052975
                     41,                 1.1782,                0.65613,                0.97256,                0.67663,                0.43665,                 0.4877,                  0.261,                 1.2201,                0.65611,                0.98587,              0.0051737,              0.0051737,              0.0051737
                     42,                 1.1776,                0.65305,                0.97022,                0.65336,                0.45166,                0.47953,                0.25479,                 1.2201,                0.65571,                0.98511,                0.00505,                0.00505,                0.00505
                     43,                  1.177,                0.65032,                0.97045,                0.66614,                0.43738,                0.47633,                0.25568,                 1.2183,                0.65625,                0.98953,              0.0049263,              0.0049263,              0.0049263
                     44,                 1.1729,                0.64754,                0.97128,                0.65149,                0.44048,                0.47392,                0.25584,                 1.2201,                0.65402,                0.98885,              0.0048025,              0.0048025,              0.0048025
                     45,                 1.1673,                0.64218,                0.96915,                0.64085,                0.46342,                0.48522,                0.26003,                 1.2177,                0.64969,                0.99025,              0.0046788,              0.0046788,              0.0046788
                     46,                 1.1703,                0.63865,                0.96877,                0.63561,                0.44474,                0.47355,                0.25452,                 1.2177,                0.65386,                0.98755,               0.004555,               0.004555,               0.004555
                     47,                 1.1637,                0.63637,                0.96797,                 0.6424,                0.45472,                0.48349,                0.25863,                 1.2181,                0.65145,                0.99016,              0.0044313,              0.0044313,              0.0044313
                     48,                 1.1634,                0.63474,                0.97005,                 0.6392,                0.46424,                0.48586,                0.25902,                 1.2206,                0.65217,                0.99182,              0.0043075,              0.0043075,              0.0043075
                     49,                 1.1575,                0.62681,                0.96092,                0.63594,                0.45999,                0.48627,                0.26065,                 1.2174,                0.64985,                0.98628,              0.0041837,              0.0041837,              0.0041837
                     50,                 1.1476,                0.61541,                0.96144,                 0.6347,                0.47018,                0.49325,                0.26235,                 1.2184,                0.64855,                 0.9911,              0.0041837,              0.0041837,              0.0041837
                     51,                 1.1489,                0.61967,                0.96366,                0.64548,                0.45325,                0.48063,                0.25857,                 1.2147,                 0.6477,                0.98941,              0.0039362,              0.0039362,              0.0039362
                     52,                 1.1441,                0.61639,                0.96059,                0.64107,                0.44686,                0.47881,                0.25835,                 1.2175,                0.64683,                0.99026,              0.0038125,              0.0038125,              0.0038125
                     53,                 1.1417,                0.61288,                  0.958,                0.62951,                0.45387,                0.47636,                0.25736,                 1.2158,                0.64575,                0.98838,              0.0036888,              0.0036888,              0.0036888
                     54,                 1.1415,                0.61041,                0.95582,                0.64832,                0.45087,                0.48004,                0.25831,                 1.2149,                0.64804,                0.98748,               0.003565,               0.003565,               0.003565
                     55,                 1.1324,                0.60266,                0.95682,                0.63883,                0.45865,                 0.4808,                0.25759,                 1.2165,                0.65053,                0.98945,              0.0034413,              0.0034413,              0.0034413
                     56,                  1.133,                 0.5999,                0.95056,                0.62584,                0.45337,                0.48314,                0.25927,                 1.2161,                0.64676,                0.98638,              0.0033175,              0.0033175,              0.0033175
                     57,                 1.1272,                 0.5955,                0.95249,                0.65514,                0.44829,                0.48177,                0.25937,                 1.2174,                0.64695,                0.98831,              0.0031938,              0.0031938,              0.0031938
                     58,                 1.1255,                0.59525,                0.94832,                0.65971,                 0.4534,                0.48307,                0.26077,                 1.2181,                0.64549,                0.98701,                0.00307,                0.00307,                0.00307
                     59,                 1.1248,                0.59257,                0.94809,                0.66052,                0.44462,                0.48039,                0.26107,                 1.2178,                0.64566,                0.98701,              0.0029462,              0.0029462,              0.0029462
                     60,                 1.1218,                0.58759,                 0.9478,                0.63778,                 0.4545,                0.47977,                0.26142,                  1.218,                0.64549,                0.98716,              0.0028225,              0.0028225,              0.0028225
                     61,                 1.1162,                0.58128,                0.94599,                0.64881,                0.44762,                 0.4794,                0.25999,                 1.2191,                0.64659,                 0.9877,              0.0026987,              0.0026987,              0.0026987
                     62,                  1.112,                0.57851,                0.94214,                0.63642,                0.45895,                0.48129,                0.26059,                   1.22,                0.64546,                0.98717,               0.002575,               0.002575,               0.002575
                     63,                 1.1062,                0.57398,                0.94397,                0.64823,                 0.4502,                0.48281,                0.26079,                  1.221,                0.64724,                0.98913,              0.0024513,              0.0024513,              0.0024513
                     64,                 1.1027,                0.57271,                0.94464,                0.65726,                0.44916,                0.48079,                0.25954,                 1.2207,                0.64653,                0.99063,              0.0023275,              0.0023275,              0.0023275
                     65,                 1.0997,                0.56768,                0.94255,                0.64665,                0.45631,                 0.4822,                0.25802,                 1.2219,                0.64893,                0.99256,              0.0022038,              0.0022038,              0.0022038
                     66,                 1.0946,                0.56403,                 0.9425,                0.66676,                0.44721,                0.48106,                0.25805,                 1.2226,                0.64871,                0.99387,                0.00208,                0.00208,                0.00208
                     67,                 1.0883,                0.55767,                0.94049,                0.65377,                0.45107,                0.48336,                0.25979,                 1.2242,                 0.6489,                0.99514,              0.0019563,              0.0019563,              0.0019563
                     68,                 1.0871,                0.55619,                0.93804,                0.65357,                0.45784,                0.48252,                0.26011,                 1.2249,                0.64956,                0.99519,              0.0018325,              0.0018325,              0.0018325
                     69,                 1.0819,                  0.552,                0.93626,                0.66476,                0.44941,                0.48126,                0.25932,                 1.2259,                0.65033,                0.99654,              0.0017087,              0.0017087,              0.0017087
                     70,                 1.0827,                0.54967,                0.93725,                0.65102,                0.45533,                0.48329,                0.25975,                 1.2275,                 0.6501,                0.99791,               0.001585,               0.001585,               0.001585
                     71,                 1.1386,                0.56212,                0.94875,                0.65684,                0.44654,                0.47931,                0.25827,                 1.2284,                0.65208,                0.99774,              0.0014612,              0.0014612,              0.0014612
                     72,                 1.1292,                0.55388,                0.94384,                0.66296,                 0.4494,                0.48195,                0.25766,                 1.2285,                0.65308,                0.99728,              0.0013375,              0.0013375,              0.0013375
                     73,                 1.1233,                0.55037,                0.94286,                 0.6607,                0.45747,                0.48449,                0.25825,                 1.2285,                0.65347,                0.99701,              0.0012138,              0.0012138,              0.0012138
                     74,                 1.1195,                 0.5456,                0.94034,                0.66122,                0.45086,                0.48199,                 0.2581,                 1.2294,                0.65463,                0.99734,                0.00109,                0.00109,                0.00109
                     75,                 1.1155,                 0.5434,                0.94021,                0.66655,                0.44259,                0.48041,                0.25674,                 1.2307,                  0.656,                0.99793,             0.00096625,             0.00096625,             0.00096625
                     76,                 1.1105,                0.54152,                0.93639,                0.66442,                0.44724,                0.48506,                0.25825,                 1.2321,                0.65738,                0.99832,              0.0008425,              0.0008425,              0.0008425
                     77,                 1.1064,                0.53679,                0.93711,                0.66603,                0.44802,                0.48756,                 0.2592,                 1.2333,                0.65806,                0.99901,             0.00071875,             0.00071875,             0.00071875
                     78,                 1.1028,                 0.5313,                0.93492,                0.66121,                0.44859,                0.48576,                0.25774,                 1.2336,                0.65896,                 0.9995,               0.000595,               0.000595,               0.000595
                     79,                 1.1018,                0.52859,                 0.9348,                0.65057,                0.44826,                0.48155,                0.25726,                 1.2348,                0.66061,                 1.0002,             0.00047125,             0.00047125,             0.00047125
                     80,                 1.0956,                0.52527,                0.93299,                0.64514,                0.44773,                 0.4801,                0.25703,                 1.2358,                0.66199,                 1.0007,              0.0003475,              0.0003475,              0.0003475
